轮播,#genre#
CCTV5,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv5/1.m3u8
CCTV5+,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv05plus/1.m3u8
CCTV6,http://117.169.124.149:8080/live/cctv-6/1.m3u8
CCTV7,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv7/1.m3u8
CCTV8,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv8/1.m3u8
CCTV9,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv9/1.m3u8
CCTV10,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv10/1.m3u8
CCTV11,http://117.169.124.149:8080/live/cctv-11/1.m3u8
CCTV12,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv12/1.m3u8
CCTV13,http://117.169.124.149:8080/live/cctv-13/1.m3u8
CCTV14,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv14/1.m3u8
CCTV15,http://117.169.124.149:8080/live/cctv-15/1.m3u8
CCTV16,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8
CCTV17,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv17/1.m3u8
CCTV4K,http://datou.work/sxg.php?id=ys4Kcq_2000
CCTV16,http://datou.work/sxg.php?id=CCTV-16-4K_8000

央视|重庆有线
CCTV4K,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8
CCTV16,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/CCTV16_4K/__op/default/__f/index.m3u8
CCTV1,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
CCTV2,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
CCTV3,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV4,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
CCTV5,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV6,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV7,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
CCTV8,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV9,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV10,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV11,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV12,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
CCTV13,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctvnewsHD/__op/default/__f/index.m3u8
CCTV14,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV15,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV16,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV17,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv17HD/__op/default/__f/index.m3u8
CCTV5+,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8
风云剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/shandongHD/__op/default/__f/index.m3u8
风云剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8
风云音乐,http://hls.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8
风云足球,http://hls.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f/index.m3u8
怀旧剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/hjjcHD/__op/default/__f/index.m3u8
第一剧场,http://hls.live.cqccn.com/__cl/cg:live/__c/diyijuchangHD/__op/default/__f/index.m3u8
兵器科技,http://hls.live.cqccn.com/__cl/cg:live/__c/bqkjHD/__op/default/__f/index.m3u8
央视精品,http://hls.live.cqccn.com/__cl/cg:live/__c/yswhHD/__op/default/__f/index.m3u8
高尔夫网球,http://hls.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f/index.m3u8
央视台球,http://hls.live.cqccn.com/__cl/cg:live/__c/ystqHD/__op/default/__f/index.m3u8
女性时尚,http://hls.live.cqccn.com/__cl/cg:live/__c/nvxing/__op/default/__f/index.m3u8



央视|江苏无锡联通
风云足球,http://122.194.12.119:14312/playurl?protocol=http&playtype=live&auth=no&accesstoken=R5B68EB2BU3090A0ABK7735A043IBF1B73DPBM3147E9BV10422Z4E2C9WDF2B2623FB1&playtoken=ABCDEFGH&programid=4200000233
第一剧场,http://122.194.12.119:14312/playurl?protocol=http&playtype=live&auth=no&accesstoken=R5B68EB2BU3090A0ABK7735A043IBF1B73DPBM3147E9BV10422Z4E2C9WDF2B2623FB1&playtoken=ABCDEFGH&programid=4200000234
央视精品,http://122.194.12.119:14312/playurl?protocol=http&playtype=live&auth=no&accesstoken=R5B68EB2BU3090A0ABK7735A043IBF1B73DPBM3147E9BV10422Z4E2C9WDF2B2623FB1&playtoken=ABCDEFGH&programid=4200000235
怀旧剧场,http://122.194.12.119:14312/playurl?protocol=http&playtype=live&auth=no&accesstoken=R5B68EB2BU3090A0ABK7735A043IBF1B73DPBM3147E9BV10422Z4E2C9WDF2B2623FB1&playtoken=ABCDEFGH&programid=4200000236
高尔夫网球,http://122.194.12.119:14312/playurl?protocol=http&playtype=live&auth=no&accesstoken=R5B68EB2BU3090A0ABK7735A043IBF1B73DPBM3147E9BV10422Z4E2C9WDF2B2623FB1&playtoken=ABCDEFGH&programid=4200000237
兵器科技,http://122.194.12.119:14312/playurl?protocol=http&playtype=live&auth=no&accesstoken=R5B68EB2BU3090A0ABK7735A043IBF1B73DPBM3147E9BV10422Z4E2C9WDF2B2623FB1&playtoken=ABCDEFGH&programid=4200000238
CGTN,http://122.194.12.119:14312/playurl?protocol=http&playtype=live&auth=no&accesstoken=R5B68EB2BU3090A0ABK7735A043IBF1B73DPBM3147E9BV10422Z4E2C9WDF2B2623FB1&playtoken=ABCDEFGH&programid=4200000108

CCTV1,http://223.83.88.142:9901/tsfile/live/0001_1.m3u8
CCTV2,http://223.83.88.142:9901/tsfile/live/0001_2.m3u8
CCTV3,http://223.83.88.142:9901/tsfile/live/0001_3.m3u8
CCTV4,http://223.83.88.142:9901/tsfile/live/0001_4.m3u8
CCTV5,http://223.83.88.142:9901/tsfile/live/0001_5.m3u8
CCTV6,http://223.83.88.142:9901/tsfile/live/0001_7.m3u8
CCTV7,http://223.83.88.142:9901/tsfile/live/0001_8.m3u8
CCTV8,http://223.83.88.142:9901/tsfile/live/0001_9.m3u8
CCTV9,http://223.83.88.142:9901/tsfile/live/0001_10.m3u8
CCTV10,http://223.83.88.142:9901/tsfile/live/0001_11.m3u8
CCTV11,http://223.83.88.142:9901/tsfile/live/0001_12.m3u8
CCTV12,http://223.83.88.142:9901/tsfile/live/0001_13.m3u8
CCTV13,http://223.83.88.142:9901/tsfile/live/0001_14.m3u8
CCTV14,http://223.83.88.142:9901/tsfile/live/0014_1.m3u8
CCTV15,http://223.83.88.142:9901/tsfile/live/0015_1.m3u8
CCTV16,http://223.83.88.142:9901/tsfile/live/1057_1.m3u8
CCTV17,http://223.83.88.142:9901/tsfile/live/0019_1.m3u8
CCTV5+,http://223.83.88.142:9901/tsfile/live/0001_6.m3u8
第一剧场,http://223.83.88.142:9901/tsfile/live/0001_47.m3u8
风云剧场,http://223.83.88.142:9901/tsfile/live/0001_48.m3u8
怀旧剧场,http://223.83.88.142:9901/tsfile/live/0001_49.m3u8
央视精品,http://223.83.88.142:9901/tsfile/live/1048_1.m3u8
央视台球,http://223.83.88.142:9901/tsfile/live/1027_1.m3u8
高尔夫网球,http://223.83.88.142:9901/tsfile/live/1026_1.m3u8
风云足球,http://223.83.88.142:9901/tsfile/live/1028_1.m3u8
兵器科技,http://223.83.88.142:9901/tsfile/live/1029_1.m3u8

央视|福建泉州安溪50帧
CCTV1,http://110.81.206.138:50080/tsfile/live/1000_1.m3u8
CCTV2,http://110.81.206.138:50080/tsfile/live/1001_1.m3u8 
CCTV3,http://110.81.206.138:50080/tsfile/live/1002_1.m3u8
CCTV4,http://110.81.206.138:50080/tsfile/live/1003_1.m3u8
CCTV7,http://110.81.206.138:50080/tsfile/live/1007_1.m3u8
CCTV8,http://110.81.206.138:50080/tsfile/live/1008_1.m3u8
CCTV9,http://110.81.206.138:50080/tsfile/live/1009_1.m3u8
CCTV10,http://110.81.206.138:50080/tsfile/live/1010_1.m3u8
CCTV11,http://110.81.206.138:50080/tsfile/live/1011_1.m3u8
CCTV12,http://110.81.206.138:50080/tsfile/live/1012_1.m3u8
CCTV13,http://110.81.206.138:50080/tsfile/live/1013_1.m3u8
CCTV14,http://110.81.206.138:50080/tsfile/live/1014_1.m3u8
CCTV5+,http://110.81.206.138:50080/tsfile/live/1005_1.m3u8

央视|陕西西安移动25帧
风云剧场,http://111.20.40.160/PLTV/88888893/224/3221226950/index.m3u8
第一剧场,http://111.20.40.160/PLTV/88888893/224/3221226959/index.m3u8
央视台球,http://111.20.40.160/PLTV/88888893/224/3221226956/index.m3u8
风云音乐,http://111.20.40.160/PLTV/88888893/224/3221226953/index.m3u8
风云足球,http://111.20.40.160/PLTV/88888893/224/3221226984/index.m3u8
兵器科技,http://111.20.40.160/PLTV/88888893/224/3221226975/index.m3u8
世界地理,http://111.20.40.171/PLTV/88888893/224/3221226947/index.m3u8
高尔夫网球,http://111.20.40.160/PLTV/88888893/224/3221226978/index.m3u8




卫视频道,#genre#





北京卫视,http://my.1024.net:84/live/100021/index.m3u8
湖南卫视,http://my.1024.net:84/live/100051/index.m3u8
江苏卫视,http://my.1024.net:84/live/100052/index.m3u8
东方卫视,http://my.1024.net:84/live/100053/index.m3u8
浙江卫视,http://my.1024.net:84/live/100054/index.m3u8
黑龙江卫视,http://my.1024.net:84/live/100055/index.m3u8
深圳卫视,http://my.1024.net:84/live/100056/index.m3u8
湖北卫视,http://my.1024.net:84/live/100057/index.m3u8
天津卫视,http://my.1024.net:84/live/100058/index.m3u8
山东卫视,http://my.1024.net:84/live/100064/index.m3u8
安徽卫视,http://my.1024.net:84/live/100065/index.m3u8
东南卫视,http://my.1024.net:84/live/100066/index.m3u8
河北卫视,http://my.1024.net:84/live/100067/index.m3u8
广东卫视,http://my.1024.net:84/live/100071/index.m3u8
辽宁卫视,http://my.1024.net:84/live/100072/index.m3u8

卫视|易视腾
湖南卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000009115&livemode=1&stbId=2&channel-id=ystenlive
江苏卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000004684&livemode=1&stbId=2&channel-id=ystenlive
浙江卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000009806&livemode=1&stbId=2&channel-id=ystenlive
东方卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000030202&livemode=1&stbId=2&channel-id=ystenlive
北京卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000017156&livemode=1&stbId=2&channel-id=ystenlive
广东卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000028357&livemode=1&stbId=2&channel-id=ystenlive
东南卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000009263&livemode=1&stbId=2&channel-id=ystenlive
深圳卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000011645&livemode=1&stbId=2&channel-id=ystenlive
天津卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000000831&livemode=1&stbId=2&channel-id=ystenlive
安徽卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000020780&livemode=1&stbId=2&channel-id=ystenlive
辽宁卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000024033&livemode=1&stbId=2&channel-id=ystenlive
山东卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000012807&livemode=1&stbId=2&channel-id=ystenlive
重庆卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000018937&livemode=1&stbId=2&channel-id=ystenlive
湖北卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000010355&livemode=1&stbId=2&channel-id=ystenlive
海南卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=5000000004000006211&livemode=1&stbId=2&channel-id=bestzb
江西卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000013731&livemode=1&stbId=2&channel-id=ystenlive
贵州卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000003169&livemode=1&stbId=2&channel-id=ystenlive
河北卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000017118&livemode=1&stbId=2&channel-id=ystenlive
吉林卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=6042486520432105075&livemode=1&stbId=2&channel-id=ystenlive
四川卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000016825&livemode=1&stbId=2&channel-id=ystenlive
黑龙江卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000001000009082&livemode=1&stbId=2&channel-id=ystenlive
青海卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000013359&livemode=1&stbId=2&channel-id=ystenlive
甘肃卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000017827&livemode=1&stbId=2&channel-id=ystenlive
广西卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000019837&livemode=1&stbId=2&channel-id=ystenlive
云南卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=1000000002000024694&livemode=1&stbId=2&channel-id=ystenlive

卫视|重庆有线
东南卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/dongnanHD/__op/default/__f/index.m3u8
东方卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8
云南卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/yunnanSD/__op/default/__f/index.m3u8
北京卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8
吉林卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8
四川卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/sichuanHD/__op/default/__f/index.m3u8
天津卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8
黑龙江卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8
安徽卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8
广东卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/guangdongHD/__op/default/__f/index.m3u8
广西卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/guangxiHD/__op/default/__f/index.m3u8
江苏卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8
江西卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/jiangxiHD/__op/default/__f/index.m3u8
河北卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8
河南卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8
浙江卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8
海南卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hainanSD/__op/default/__f/index.m3u8
深圳卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/shenzhenHD/__op/default/__f/index.m3u8
湖北卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hubeiSD/__op/default/__f/index.m3u8
湖南卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8
贵州卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/guizhouHD/__op/default/__f/index.m3u8
辽宁卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8
重庆卫视,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8


卫视|福建酒店
湖南卫视,http://110.81.206.138:50080/tsfile/live/1022_1.m3u8
江苏卫视,http://110.81.206.138:50080/tsfile/live/1023_1.m3u8
安徽卫视,http://110.81.206.138:50080/tsfile/live/1031_1.m3u8
北京卫视,http://110.81.206.138:50080/tsfile/live/1017_1.m3u8
重庆卫视,http://110.81.206.138:50080/tsfile/live/1035_1.m3u8
东方卫视,http://110.81.206.138:50080/tsfile/live/1018_1.m3u8
东南卫视,http://110.81.206.138:50080/tsfile/live/1038_1.m3u8
广东卫视,http://110.81.206.138:50080/tsfile/live/1020_1.m3u8
贵州卫视,http://110.81.206.138:50080/tsfile/live/1030_1.m3u8
海峡卫视,http://110.81.206.138:50080/tsfile/live/1045_1.m3u8
河北卫视,http://110.81.206.138:50080/tsfile/live/1026_1.m3u8
黑龙江卫视,http://110.81.206.138:50080/tsfile/live/1029_1.m3u8
湖北卫视,http://110.81.206.138:50080/tsfile/live/1028_1.m3u8
山东卫视,http://110.81.206.138:50080/tsfile/live/1027_1.m3u8
深圳卫视,http://110.81.206.138:50080/tsfile/live/1021_1.m3u8
四川卫视,http://110.81.206.138:50080/tsfile/live/1032_1.m3u8
天津卫视,http://110.81.206.138:50080/tsfile/live/1019_1.m3u8
云南卫视,http://110.81.206.138:50080/tsfile/live/1036_1.m3u8

山西卫视,http://183.185.173.145:8085/udp/226.0.1.85:2001
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
云南卫视,https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8?tk=3ea2490de3fb10f9937aad28daaed3d5&t=NaN
甘肃卫视,http://117.157.25.180:6610/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT
甘肃卫视,http://xstartx.com:4000/rtp/239.93.0.81:5140
海南卫视,http://117.136.154.205/0000000000001001/1/index.m3u8?Contentid=5000000004000006211&livemode=1&stbId=10&channel-id=bestzb
青海卫视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R622FED72U319A204BK783FE086IC0841C75P2BF4M35E8673V0Z339C9W16DC6A07EDEFF7E9&playtoken=31608RMZHGPUCXX10&auth=no&programid=4200000111



香港频道,#genre#
凤凰中文,http://vl15191373.imwork.net:8880/rtp/239.93.0.162:2192
凤凰中文,http://vl15191373.imwork.net:8880/rtp/239.93.1.9:2192
凤凰资讯,http://vl15191373.imwork.net:8880/rtp/239.93.0.118:2191
凤凰中文,http://xstartx.com:4000/udp/239.93.1.9:2192
凤凰资讯,http://xstartx.com:4000/udp/239.93.0.118:2191
凤凰中文,http://datou.work/sxg.php?id=test1_4000
凤凰资讯,http://datou.work/sxg.php?id=test2_4000
凤凰中文,http://61.221.81.93:8078/hls/21/80/phoenixch.m3u8
凤凰资讯,http://61.221.81.93:8078/hls/20/80/phoenixif.m3u8
凤凰中文,http://home.111818.xyz:8888/udp/239.76.246.7:1234
凤凰资讯,http://home.111818.xyz:8888/udp/239.76.246.8:1234
凤凰中文,https://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰香港,http://jylt.jdshipin.com:808/hls/81/index.m3u8
翡翠台,http://datou.work/gd.php?id=1350_4500
明珠台,http://datou.work/gd.php?id=1351_4500

无线新闻,http://andychuxdd.asuscomm.com:9981/stream/channelid/1793255727?profile=pass
无线财经,http://andychuxdd.asuscomm.com:9981/stream/channelid/412464624?profile=pass
无线财经,http://107.151.203.111:2209/135/hk.php?id=tvbcjtyt
J2,http://r.jdshipin.com/Nr5jq
ViuTV,http://r.jdshipin.com/vSJvl
华丽台,http://r.jdshipin.com/thuYX
VIUTV6,http://59.149.114.27:9981/stream/channelid/264320601?profile=matroska?

CNBC,http://61.221.81.93:8078/hls/24/80/cnbc90.m3u8
ELEVEN1,http://61.221.81.93:8078/hls/25/80/esport.m3u8
ELEVEN2,http://61.221.81.93:8078/hls/26/80/esport2.m3u8


辽宁频道,#genre#
辽宁都市,http://fengyeos.f3322.org:8002/udp/239.33.2.236:22360
辽宁影视剧,http://fengyeos.f3322.org:8002/udp/239.33.2.238:22380
辽宁体育,http://fengyeos.f3322.org:8002/udp/239.33.2.237:22370
辽宁北方,http://fengyeos.f3322.org:8002/udp/239.33.3.202:24580
辽宁经济,http://fengyeos.f3322.org:8002/udp/239.33.2.121:21210
辽宁生活,http://fengyeos.f3322.org:8002/udp/239.33.3.201:24570
辽宁青少,http://fengyeos.f3322.org:8002/udp/239.33.2.233:22330
辽宁公共,http://fengyeos.f3322.org:8002/udp/239.33.2.122:21220

辽宁都市,http://218.25.44.2:8899/hls/47/index.m3u8
辽宁经济,http://218.25.44.2:8899/hls/39/index.m3u8
辽宁公共,http://218.25.44.2:8899/hls/40/index.m3u8
辽宁影视剧,http://218.25.44.2:8899/hls/48/index.m3u8
辽宁青少,http://218.25.44.2:8899/hls/51/index.m3u8
辽宁生活,http://218.25.44.2:8899/hls/52/index.m3u8
辽宁体育,http://218.25.44.2:8899/hls/53/index.m3u8
辽宁北方,http://218.25.44.2:8899/hls/54/index.m3u8

辽宁都市,http://123.187.46.90:65000/hls/21/index.m3u8
辽宁影视剧,http://123.187.46.90:65000/hls/22/index.m3u8
辽宁北方,http://123.187.46.90:65000/hls/23/index.m3u8
辽宁体育,http://123.187.46.90:65000/hls/24/index.m3u8
辽宁生活,http://123.187.46.90:65000/hls/25/index.m3u8
辽宁公共,http://123.187.46.90:65000/hls/26/index.m3u8
辽宁经济,http://123.187.46.90:65000/hls/86/index.m3u8
辽宁青少,http://123.187.46.90:65000/hls/87/index.m3u8

辽宁都市,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000610
辽宁体育,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000611
辽宁公共,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000077
辽宁经济,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000076
